,station,date,tobs
1719,USC00519281,2016-10-03,79.0
1720,USC00519281,2016-10-04,79.0
1721,USC00519281,2016-10-05,79.0
1722,USC00519281,2016-10-06,75.0
1723,USC00519281,2016-10-07,76.0
1724,USC00519281,2016-10-08,73.0
1725,USC00519281,2016-10-09,72.0
1726,USC00519281,2016-10-10,71.0
1727,USC00519281,2016-10-11,77.0
1728,USC00519281,2016-10-12,79.0
1729,USC00519281,2016-10-13,78.0
1730,USC00519281,2016-10-14,79.0
1731,USC00519281,2016-10-15,77.0
1732,USC00519281,2016-10-16,79.0
1733,USC00519281,2016-10-17,77.0
1734,USC00519281,2016-10-18,78.0
1735,USC00519281,2016-10-19,78.0
1736,USC00519281,2016-10-20,78.0
1737,USC00519281,2016-10-21,78.0
1738,USC00519281,2016-10-22,77.0
1739,USC00519281,2016-10-23,74.0
1740,USC00519281,2016-10-24,75.0
1741,USC00519281,2016-10-25,76.0
1742,USC00519281,2016-10-26,73.0
1743,USC00519281,2016-10-27,76.0
1744,USC00519281,2016-10-28,74.0
1745,USC00519281,2016-10-29,77.0
1746,USC00519281,2016-10-30,76.0
1747,USC00519281,2016-10-31,76.0
1748,USC00519281,2016-11-01,74.0
1749,USC00519281,2016-11-02,75.0
1750,USC00519281,2016-11-03,75.0
1751,USC00519281,2016-11-04,75.0
1752,USC00519281,2016-11-05,75.0
1753,USC00519281,2016-11-06,71.0
1754,USC00519281,2016-11-07,63.0
1755,USC00519281,2016-11-08,70.0
1756,USC00519281,2016-11-09,68.0
1757,USC00519281,2016-11-10,67.0
1758,USC00519281,2016-11-11,77.0
1759,USC00519281,2016-11-12,74.0
1760,USC00519281,2016-11-13,77.0
1761,USC00519281,2016-11-14,76.0
1762,USC00519281,2016-11-15,76.0
1763,USC00519281,2016-11-16,75.0
1764,USC00519281,2016-11-17,76.0
1765,USC00519281,2016-11-18,75.0
1766,USC00519281,2016-11-19,73.0
1767,USC00519281,2016-11-20,75.0
1768,USC00519281,2016-11-21,73.0
1769,USC00519281,2016-11-22,75.0
1770,USC00519281,2016-11-23,74.0
1771,USC00519281,2016-11-24,75.0
1772,USC00519281,2016-11-25,74.0
1773,USC00519281,2016-11-26,75.0
1774,USC00519281,2016-11-27,73.0
1775,USC00519281,2016-11-28,75.0
1776,USC00519281,2016-11-29,73.0
1777,USC00519281,2016-11-30,73.0
1778,USC00519281,2016-12-01,74.0
1779,USC00519281,2016-12-02,70.0
1780,USC00519281,2016-12-03,72.0
1781,USC00519281,2016-12-04,70.0
1782,USC00519281,2016-12-05,67.0
1783,USC00519281,2016-12-06,67.0
1784,USC00519281,2016-12-07,69.0
1785,USC00519281,2016-12-08,70.0
1786,USC00519281,2016-12-09,68.0
1787,USC00519281,2016-12-10,69.0
1788,USC00519281,2016-12-11,69.0
1789,USC00519281,2016-12-12,66.0
1790,USC00519281,2016-12-13,65.0
1791,USC00519281,2016-12-14,68.0
1792,USC00519281,2016-12-15,62.0
1793,USC00519281,2016-12-16,75.0
1794,USC00519281,2016-12-17,70.0
1795,USC00519281,2016-12-18,69.0
1796,USC00519281,2016-12-19,76.0
1797,USC00519281,2016-12-20,76.0
1798,USC00519281,2016-12-21,74.0
1799,USC00519281,2016-12-22,73.0
1800,USC00519281,2016-12-23,71.0
1801,USC00519281,2016-12-24,74.0
1802,USC00519281,2016-12-25,74.0
1803,USC00519281,2016-12-26,72.0
1804,USC00519281,2016-12-27,71.0
1805,USC00519281,2016-12-28,72.0
1806,USC00519281,2016-12-29,74.0
1807,USC00519281,2016-12-30,69.0
1808,USC00519281,2016-12-31,67.0
1809,USC00519281,2017-01-01,72.0
1810,USC00519281,2017-01-02,70.0
1811,USC00519281,2017-01-03,64.0
1812,USC00519281,2017-01-04,63.0
1813,USC00519281,2017-01-05,63.0
1814,USC00519281,2017-01-06,62.0
1815,USC00519281,2017-01-07,70.0
1816,USC00519281,2017-01-08,70.0
1817,USC00519281,2017-01-09,62.0
1818,USC00519281,2017-01-10,62.0
1819,USC00519281,2017-01-11,63.0
1820,USC00519281,2017-01-12,65.0
1821,USC00519281,2017-01-13,69.0
1822,USC00519281,2017-01-14,77.0
1823,USC00519281,2017-01-15,70.0
1824,USC00519281,2017-01-16,74.0
1825,USC00519281,2017-01-17,69.0
1826,USC00519281,2017-01-18,72.0
1827,USC00519281,2017-01-19,71.0
1828,USC00519281,2017-01-20,69.0
1829,USC00519281,2017-01-21,71.0
1830,USC00519281,2017-01-22,71.0
1831,USC00519281,2017-01-23,72.0
1832,USC00519281,2017-01-24,72.0
1833,USC00519281,2017-01-25,69.0
1834,USC00519281,2017-01-26,70.0
1835,USC00519281,2017-01-27,66.0
1836,USC00519281,2017-01-28,65.0
1837,USC00519281,2017-01-29,69.0
1838,USC00519281,2017-01-30,68.0
1839,USC00519281,2017-01-31,68.0
1840,USC00519281,2017-02-01,68.0
1841,USC00519281,2017-02-02,59.0
1842,USC00519281,2017-02-03,60.0
1843,USC00519281,2017-02-04,70.0
1844,USC00519281,2017-02-05,73.0
1845,USC00519281,2017-02-06,75.0
1846,USC00519281,2017-02-07,64.0
1847,USC00519281,2017-02-08,59.0
1848,USC00519281,2017-02-09,59.0
1849,USC00519281,2017-02-10,62.0
1850,USC00519281,2017-02-11,68.0
1851,USC00519281,2017-02-12,70.0
1852,USC00519281,2017-02-13,73.0
1853,USC00519281,2017-02-14,79.0
1854,USC00519281,2017-02-15,75.0
1855,USC00519281,2017-02-16,65.0
1856,USC00519281,2017-02-17,70.0
1857,USC00519281,2017-02-18,74.0
1858,USC00519281,2017-02-19,70.0
1859,USC00519281,2017-02-20,70.0
1860,USC00519281,2017-02-21,71.0
1861,USC00519281,2017-02-22,71.0
1862,USC00519281,2017-02-23,71.0
1863,USC00519281,2017-02-24,69.0
1864,USC00519281,2017-02-25,61.0
1865,USC00519281,2017-02-26,67.0
1866,USC00519281,2017-02-27,65.0
1867,USC00519281,2017-02-28,72.0
1868,USC00519281,2017-03-01,71.0
1869,USC00519281,2017-03-02,73.0
1870,USC00519281,2017-03-03,72.0
1871,USC00519281,2017-03-04,77.0
1872,USC00519281,2017-03-05,73.0
1873,USC00519281,2017-03-06,67.0
1874,USC00519281,2017-03-07,62.0
1875,USC00519281,2017-03-08,64.0
1876,USC00519281,2017-03-09,67.0
1877,USC00519281,2017-03-10,66.0
1878,USC00519281,2017-03-11,81.0
1879,USC00519281,2017-03-12,69.0
1880,USC00519281,2017-03-13,66.0
1881,USC00519281,2017-03-14,67.0
1882,USC00519281,2017-03-15,69.0
1883,USC00519281,2017-03-16,66.0
1884,USC00519281,2017-03-17,68.0
1885,USC00519281,2017-03-18,65.0
1886,USC00519281,2017-03-19,74.0
1887,USC00519281,2017-03-20,69.0
1888,USC00519281,2017-03-21,72.0
1889,USC00519281,2017-03-22,73.0
1890,USC00519281,2017-03-23,72.0
1891,USC00519281,2017-03-24,71.0
1892,USC00519281,2017-03-25,76.0
1893,USC00519281,2017-03-26,77.0
1894,USC00519281,2017-03-27,76.0
1895,USC00519281,2017-03-28,74.0
1896,USC00519281,2017-03-29,68.0
1897,USC00519281,2017-03-30,73.0
1898,USC00519281,2017-03-31,71.0
1899,USC00519281,2017-04-01,74.0
1900,USC00519281,2017-04-02,75.0
1901,USC00519281,2017-04-03,70.0
1902,USC00519281,2017-04-04,67.0
1903,USC00519281,2017-04-05,71.0
1904,USC00519281,2017-04-06,67.0
1905,USC00519281,2017-04-07,74.0
1906,USC00519281,2017-04-08,77.0
1907,USC00519281,2017-04-09,78.0
1908,USC00519281,2017-04-10,67.0
1909,USC00519281,2017-04-11,70.0
1910,USC00519281,2017-04-12,69.0
1911,USC00519281,2017-04-13,69.0
1912,USC00519281,2017-04-14,74.0
1913,USC00519281,2017-04-15,78.0
1914,USC00519281,2017-04-16,71.0
1915,USC00519281,2017-04-17,67.0
1916,USC00519281,2017-04-18,68.0
1917,USC00519281,2017-04-19,67.0
1918,USC00519281,2017-04-20,76.0
1919,USC00519281,2017-04-21,69.0
1920,USC00519281,2017-04-22,72.0
1921,USC00519281,2017-04-23,76.0
1922,USC00519281,2017-04-24,68.0
1923,USC00519281,2017-04-25,72.0
1924,USC00519281,2017-04-26,74.0
1925,USC00519281,2017-04-27,70.0
1926,USC00519281,2017-04-28,67.0
1927,USC00519281,2017-04-29,72.0
1928,USC00519281,2017-04-30,60.0
1929,USC00519281,2017-05-01,65.0
1930,USC00519281,2017-05-02,75.0
1931,USC00519281,2017-05-03,70.0
1932,USC00519281,2017-05-04,75.0
1933,USC00519281,2017-05-05,70.0
1934,USC00519281,2017-05-06,79.0
1935,USC00519281,2017-05-07,75.0
1936,USC00519281,2017-05-08,70.0
1937,USC00519281,2017-05-09,67.0
1938,USC00519281,2017-05-10,74.0
1939,USC00519281,2017-05-11,70.0
1940,USC00519281,2017-05-12,75.0
1941,USC00516128,2016-05-14,71.0
1942,USC00516128,2016-05-15,73.0
1943,USC00516128,2016-05-16,71.0
1944,USC00516128,2016-05-17,71.0
1945,USC00516128,2016-05-18,70.0
1946,USC00516128,2016-05-19,71.0
1947,USC00516128,2016-05-20,71.0
1948,USC00516128,2016-05-23,73.0
1949,USC00516128,2016-05-24,70.0
1950,USC00516128,2016-05-25,69.0
1951,USC00516128,2016-05-26,71.0
1952,USC00516128,2016-05-30,72.0
1953,USC00516128,2016-05-31,69.0
1954,USC00516128,2016-06-01,70.0
1955,USC00516128,2016-06-02,71.0
1956,USC00516128,2016-06-03,70.0
1957,USC00516128,2016-06-05,73.0
1958,USC00516128,2016-06-06,72.0
1959,USC00516128,2016-06-07,71.0
1960,USC00516128,2016-06-08,71.0
1961,USC00516128,2016-06-09,69.0
1962,USC00516128,2016-06-10,70.0
1963,USC00516128,2016-06-11,73.0
1964,USC00516128,2016-06-12,75.0
1965,USC00516128,2016-06-13,73.0
1966,USC00516128,2016-06-14,72.0
1967,USC00516128,2016-06-15,70.0
1968,USC00516128,2016-06-16,70.0
1969,USC00516128,2016-06-17,69.0
1970,USC00516128,2016-06-18,73.0
1971,USC00516128,2016-06-19,74.0
1972,USC00516128,2016-06-20,72.0
1973,USC00516128,2016-06-21,71.0
1974,USC00516128,2016-06-22,73.0
1975,USC00516128,2016-06-23,72.0
1976,USC00516128,2016-06-25,73.0
1977,USC00516128,2016-06-26,74.0
1978,USC00516128,2016-06-27,72.0
1979,USC00516128,2016-06-28,74.0
1980,USC00516128,2016-06-29,72.0
1981,USC00516128,2016-07-01,74.0
1982,USC00516128,2016-07-04,74.0
1983,USC00516128,2016-07-05,71.0
1984,USC00516128,2016-07-06,71.0
1985,USC00516128,2016-07-07,73.0
1986,USC00516128,2016-07-08,73.0
1987,USC00516128,2016-07-09,71.0
1988,USC00516128,2016-07-10,76.0
1989,USC00516128,2016-07-11,72.0
1990,USC00516128,2016-07-12,75.0
1991,USC00516128,2016-07-13,75.0
1992,USC00516128,2016-07-14,73.0
1993,USC00516128,2016-07-15,71.0
1994,USC00516128,2016-07-16,77.0
1995,USC00516128,2016-07-17,74.0
1996,USC00516128,2016-07-18,72.0
1997,USC00516128,2016-07-19,73.0
1998,USC00516128,2016-07-20,74.0
1999,USC00516128,2016-07-23,74.0
2000,USC00516128,2016-07-24,75.0
2001,USC00516128,2016-07-25,81.0
2002,USC00516128,2016-07-26,76.0
2003,USC00516128,2016-07-27,76.0
2004,USC00516128,2016-07-28,76.0
2005,USC00516128,2016-07-29,74.0
2006,USC00516128,2016-07-30,76.0
2007,USC00516128,2016-07-31,75.0
2008,USC00516128,2016-08-01,73.0
2009,USC00516128,2016-08-02,72.0
2010,USC00516128,2016-08-03,74.0
2011,USC00516128,2016-08-04,74.0
2012,USC00516128,2016-08-05,75.0
2013,USC00516128,2016-08-06,77.0
2014,USC00516128,2016-08-07,79.0
2015,USC00516128,2016-08-08,75.0
2016,USC00516128,2016-08-09,73.0
2017,USC00516128,2016-08-10,76.0
2018,USC00516128,2016-08-11,74.0
2019,USC00516128,2016-08-12,71.0
2020,USC00516128,2016-08-13,74.0
2021,USC00516128,2016-08-14,72.0
2022,USC00516128,2016-08-15,72.0
2023,USC00516128,2016-08-16,72.0
2024,USC00516128,2016-08-17,77.0
2025,USC00516128,2016-08-18,73.0
2026,USC00516128,2016-08-19,73.0
2027,USC00516128,2016-08-20,76.0
2028,USC00516128,2016-08-21,74.0
2029,USC00516128,2016-08-22,72.0
2030,USC00516128,2016-08-23,74.0
2031,USC00516128,2016-08-24,74.0
2032,USC00516128,2016-08-25,77.0
2033,USC00516128,2016-08-27,74.0
2034,USC00516128,2016-08-28,71.0
2035,USC00516128,2016-08-29,78.0
2036,USC00516128,2016-08-30,75.0
2037,USC00516128,2016-08-31,76.0
2038,USC00516128,2016-09-01,77.0
2039,USC00516128,2016-09-02,75.0
2040,USC00516128,2016-09-03,75.0
2041,USC00516128,2016-09-04,73.0
2042,USC00516128,2016-09-05,76.0
2043,USC00516128,2016-09-06,73.0
2044,USC00516128,2016-09-07,74.0
2045,USC00516128,2016-09-08,74.0
2046,USC00516128,2016-09-09,75.0
2047,USC00516128,2016-09-10,75.0
2048,USC00516128,2016-09-11,71.0
2049,USC00516128,2016-09-12,72.0
2050,USC00516128,2016-09-13,75.0
2051,USC00516128,2016-09-14,73.0
2052,USC00516128,2016-09-15,73.0
2053,USC00516128,2016-09-16,73.0
2054,USC00516128,2016-09-17,76.0
2055,USC00516128,2016-09-18,75.0
2056,USC00516128,2016-09-19,70.0
2057,USC00516128,2016-09-20,70.0
2058,USC00516128,2016-09-21,73.0
2059,USC00516128,2016-09-22,73.0
2060,USC00516128,2016-09-23,73.0
2061,USC00516128,2016-09-24,77.0
2062,USC00516128,2016-09-25,76.0
2063,USC00516128,2016-09-26,74.0
2064,USC00516128,2016-09-27,74.0
2065,USC00516128,2016-09-28,77.0
2066,USC00516128,2016-09-29,77.0
2067,USC00516128,2016-09-30,73.0
2068,USC00516128,2016-10-01,74.0
2069,USC00516128,2016-10-02,73.0
2070,USC00516128,2016-10-03,76.0
2071,USC00516128,2016-10-04,74.0
2072,USC00516128,2016-10-05,75.0
2073,USC00516128,2016-10-06,75.0
2074,USC00516128,2016-10-07,73.0
2075,USC00516128,2016-10-08,74.0
2076,USC00516128,2016-10-09,77.0
2077,USC00516128,2016-10-10,74.0
2078,USC00516128,2016-10-11,74.0
2079,USC00516128,2016-10-12,78.0
2080,USC00516128,2016-10-13,75.0
2081,USC00516128,2016-10-14,73.0
2082,USC00516128,2016-10-15,74.0
2083,USC00516128,2016-10-16,77.0
2084,USC00516128,2016-10-17,70.0
2085,USC00516128,2016-10-18,74.0
2086,USC00516128,2016-10-19,70.0
2087,USC00516128,2016-10-20,73.0
2088,USC00516128,2016-10-21,74.0
2089,USC00516128,2016-10-22,75.0
2090,USC00516128,2016-10-23,72.0
2091,USC00516128,2016-10-24,71.0
2092,USC00516128,2016-10-25,74.0
2093,USC00516128,2016-10-26,75.0
2094,USC00516128,2016-10-27,71.0
2095,USC00516128,2016-10-28,68.0
2096,USC00516128,2016-10-29,71.0
2097,USC00516128,2016-10-30,76.0
2098,USC00516128,2016-10-31,69.0
2099,USC00516128,2016-11-01,73.0
2100,USC00516128,2016-11-02,76.0
2101,USC00516128,2016-11-03,74.0
2102,USC00516128,2016-11-04,74.0
2103,USC00516128,2016-11-05,69.0
2104,USC00516128,2016-11-06,77.0
2105,USC00516128,2016-11-07,71.0
2106,USC00516128,2016-11-08,71.0
2107,USC00516128,2016-11-09,71.0
2108,USC00516128,2016-11-10,71.0
2109,USC00516128,2016-11-11,67.0
2110,USC00516128,2016-11-12,73.0
2111,USC00516128,2016-11-13,72.0
2112,USC00516128,2016-11-14,74.0
2113,USC00516128,2016-11-15,72.0
2114,USC00516128,2016-11-16,72.0
2115,USC00516128,2016-11-17,75.0
2116,USC00516128,2016-11-20,74.0
2117,USC00516128,2016-11-21,71.0
2118,USC00516128,2016-11-22,73.0
2119,USC00516128,2016-11-23,69.0
2120,USC00516128,2016-11-24,69.0
2121,USC00516128,2016-11-25,69.0
2122,USC00516128,2016-11-26,70.0
2123,USC00516128,2016-11-27,69.0
2124,USC00516128,2016-11-28,71.0
2125,USC00516128,2016-11-29,67.0
2126,USC00516128,2016-11-30,72.0
2127,USC00516128,2016-12-01,71.0
2128,USC00516128,2016-12-02,71.0
2129,USC00516128,2016-12-03,67.0
2130,USC00516128,2016-12-04,76.0
2131,USC00516128,2016-12-05,67.0
2132,USC00516128,2016-12-06,67.0
2133,USC00516128,2016-12-07,68.0
2134,USC00516128,2016-12-08,71.0
2135,USC00516128,2016-12-09,68.0
2136,USC00516128,2016-12-10,68.0
2137,USC00516128,2016-12-11,69.0
2138,USC00516128,2016-12-12,65.0
2139,USC00516128,2016-12-13,70.0
2140,USC00516128,2016-12-14,69.0
2141,USC00516128,2016-12-15,64.0
2142,USC00516128,2016-12-16,60.0
2143,USC00516128,2016-12-18,67.0
2144,USC00516128,2016-12-19,72.0
2145,USC00516128,2016-12-20,73.0
2146,USC00516128,2016-12-21,70.0
2147,USC00516128,2016-12-22,68.0
2148,USC00516128,2016-12-23,69.0
2149,USC00516128,2016-12-24,69.0
2150,USC00516128,2016-12-25,69.0
2151,USC00516128,2016-12-26,71.0
2152,USC00516128,2016-12-27,71.0
2153,USC00516128,2016-12-28,71.0
2154,USC00516128,2016-12-29,69.0
2155,USC00516128,2016-12-30,65.0
2156,USC00516128,2016-12-31,65.0
2157,USC00516128,2017-01-01,68.0
2158,USC00516128,2017-01-02,70.0
2159,USC00516128,2017-01-03,71.0
2160,USC00516128,2017-01-04,70.0
2161,USC00516128,2017-01-05,71.0
2162,USC00516128,2017-01-06,65.0
2163,USC00516128,2017-01-07,70.0
2164,USC00516128,2017-01-08,66.0
2165,USC00516128,2017-01-09,69.0
2166,USC00516128,2017-01-10,64.0
2167,USC00516128,2017-01-11,66.0
2168,USC00516128,2017-01-12,68.0
2169,USC00516128,2017-01-13,67.0
2170,USC00516128,2017-01-14,70.0
2171,USC00516128,2017-01-15,68.0
2172,USC00516128,2017-01-16,68.0
2173,USC00516128,2017-01-17,69.0
2174,USC00516128,2017-01-18,73.0
2175,USC00516128,2017-01-19,71.0
2176,USC00516128,2017-01-20,67.0
2177,USC00516128,2017-01-21,67.0
2178,USC00516128,2017-01-22,68.0
2179,USC00516128,2017-01-23,70.0
2180,USC00516128,2017-01-24,67.0
2181,USC00516128,2017-01-25,69.0
2182,USC00516128,2017-01-26,67.0
2183,USC00516128,2017-01-27,69.0
2184,USC00516128,2017-01-28,64.0
2185,USC00516128,2017-01-29,67.0
2186,USC00516128,2017-01-30,66.0
2187,USC00516128,2017-01-31,65.0
2188,USC00516128,2017-02-01,65.0
2189,USC00516128,2017-02-02,60.0
2190,USC00516128,2017-02-04,66.0
2191,USC00516128,2017-02-05,69.0
2192,USC00516128,2017-02-06,73.0
2193,USC00516128,2017-02-07,68.0
2194,USC00516128,2017-02-08,68.0
2195,USC00516128,2017-02-09,64.0
2196,USC00516128,2017-02-10,70.0
2197,USC00516128,2017-02-11,66.0
2198,USC00516128,2017-02-12,65.0
2199,USC00516128,2017-02-13,68.0
2200,USC00516128,2017-02-14,79.0
2201,USC00516128,2017-02-15,71.0
2202,USC00516128,2017-02-16,72.0
2203,USC00516128,2017-02-18,72.0
2204,USC00516128,2017-02-19,68.0
2205,USC00516128,2017-02-20,69.0
2206,USC00516128,2017-02-21,65.0
2207,USC00516128,2017-02-22,69.0
2208,USC00516128,2017-02-23,72.0
2209,USC00516128,2017-02-24,68.0
2210,USC00516128,2017-02-25,66.0
2211,USC00516128,2017-02-26,64.0
2212,USC00516128,2017-02-27,69.0
2213,USC00516128,2017-02-28,69.0
2214,USC00516128,2017-03-01,64.0
2215,USC00516128,2017-03-02,72.0
2216,USC00516128,2017-03-03,78.0
2217,USC00516128,2017-03-04,70.0
2218,USC00516128,2017-03-05,68.0
2219,USC00516128,2017-03-06,76.0
2220,USC00516128,2017-03-07,72.0
2221,USC00516128,2017-03-08,68.0
2222,USC00516128,2017-03-09,72.0
2223,USC00516128,2017-03-10,65.0
2224,USC00516128,2017-03-11,82.0
2225,USC00516128,2017-03-13,69.0
2226,USC00516128,2017-03-14,75.0
2227,USC00516128,2017-03-15,76.0
2228,USC00516128,2017-03-16,77.0
2229,USC00516128,2017-03-18,70.0
2230,USC00516128,2017-03-19,74.0
2231,USC00516128,2017-03-20,74.0
2232,USC00516128,2017-03-21,72.0
2233,USC00516128,2017-03-22,72.0
2234,USC00516128,2017-03-23,70.0
2235,USC00516128,2017-03-24,70.0
2236,USC00516128,2017-03-25,72.0
2237,USC00516128,2017-03-26,72.0
2238,USC00516128,2017-03-27,74.0
2239,USC00516128,2017-03-28,69.0
2240,USC00516128,2017-03-29,69.0
2241,USC00516128,2017-03-31,76.0
2242,USC00516128,2017-04-01,69.0
2243,USC00516128,2017-04-02,71.0
2244,USC00516128,2017-04-03,73.0
2245,USC00516128,2017-04-04,75.0
2246,USC00516128,2017-04-05,69.0
2247,USC00516128,2017-04-06,72.0
2248,USC00516128,2017-04-08,76.0
2249,USC00516128,2017-04-09,70.0
2250,USC00516128,2017-04-10,72.0
2251,USC00516128,2017-04-11,71.0
2252,USC00516128,2017-04-12,70.0
2253,USC00516128,2017-04-13,73.0
2254,USC00516128,2017-04-14,72.0
2255,USC00516128,2017-04-15,70.0
2256,USC00516128,2017-04-16,71.0
2257,USC00516128,2017-04-17,69.0
2258,USC00516128,2017-04-18,71.0
2259,USC00516128,2017-04-19,71.0
2260,USC00516128,2017-04-20,69.0
2261,USC00516128,2017-04-21,70.0
2262,USC00516128,2017-04-22,73.0
2263,USC00516128,2017-04-23,70.0
2264,USC00516128,2017-04-24,75.0
2265,USC00516128,2017-04-25,74.0
2266,USC00516128,2017-04-26,77.0
2267,USC00516128,2017-04-27,76.0
2268,USC00516128,2017-04-28,71.0
2269,USC00516128,2017-04-29,68.0
2270,USC00516128,2017-04-30,58.0
2271,USC00516128,2017-05-01,73.0
2272,USC00516128,2017-05-02,79.0
2273,USC00516128,2017-05-04,74.0
2274,USC00516128,2017-05-05,74.0
2275,USC00516128,2017-05-06,74.0
2276,USC00516128,2017-05-07,70.0
2277,USC00516128,2017-05-08,66.0
2278,USC00516128,2017-05-09,72.0
2279,USC00516128,2017-05-10,72.0
2280,USC00516128,2017-05-11,78.0
2281,USC00516128,2017-05-12,70.0
